Testbild Nr. 1: JA, Label = 7, Vorhersage: 7, Fehler: 5.15431e-36
Testbild Nr. 324: JA, Label = 3, Vorhersage: 3, Fehler: 9.54961e-20
Testbild Nr. 325: NEIN, Label = 0, Vorhersage: 5, Fehler: 1
Testbild Nr. 326: JA, Label = 4, Vorhersage: 4, Fehler: 0.499992
Testbild Nr. 327: JA, Label = 2, Vorhersage: 2, Fehler: 1.17192e-24
Testbild Nr. 328: JA, Label = 0, Vorhersage: 0, Fehler: 0.499999
Testbild Nr. 329: JA, Label = 7, Vorhersage: 7, Fehler: 1.76132e-24
Testbild Nr. 330: JA, Label = 1, Vorhersage: 1, Fehler: 1.68619e-28
Testbild Nr. 331: JA, Label = 1, Vorhersage: 1, Fehler: 1.74182e-38
Testbild Nr. 332: JA, Label = 2, Vorhersage: 2, Fehler: 0.0277167
Testbild Nr. 333: JA, Label = 1, Vorhersage: 1, Fehler: 1.18216e-35
Testbild Nr. 334: JA, Label = 5, Vorhersage: 5, Fehler: 1.85382e-20
Testbild Nr. 335: JA, Label = 3, Vorhersage: 3, Fehler: 2.66925e-29
Testbild Nr. 336: JA, Label = 3, Vorhersage: 3, Fehler: 5.85382e-23
Testbild Nr. 337: JA, Label = 9, Vorhersage: 9, Fehler: 1.21896e-09
Testbild Nr. 338: JA, Label = 7, Vorhersage: 7, Fehler: 5.56904e-34
Testbild Nr. 339: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.501263
Testbild Nr. 340: JA, Label = 6, Vorhersage: 6, Fehler: 3.45224e-06
Testbild Nr. 341: JA, Label = 5, Vorhersage: 5, Fehler: 0.494216
Testbild Nr. 342: JA, Label = 6, Vorhersage: 6, Fehler: 0.0336448
Testbild Nr. 343: JA, Label = 1, Vorhersage: 1, Fehler: 3.05737e-17
Testbild Nr. 344: NEIN, Label = 3, Vorhersage: 5, Fehler: 1
Testbild Nr. 345: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.985411
Testbild Nr. 346: JA, Label = 1, Vorhersage: 1, Fehler: 9.49237e-31
Testbild Nr. 347: JA, Label = 0, Vorhersage: 0, Fehler: 0.499996
Testbild Nr. 348: JA, Label = 5, Vorhersage: 5, Fehler: 4.53369e-30
Testbild Nr. 349: JA, Label = 1, Vorhersage: 1, Fehler: 1.73562e-35
Testbild Nr. 350: NEIN, Label = 3, Vorhersage: 7, Fehler: 0.589355
Testbild Nr. 351: JA, Label = 1, Vorhersage: 1, Fehler: 7.34259e-07
Testbild Nr. 352: JA, Label = 5, Vorhersage: 5, Fehler: 2.18411e-53
Testbild Nr. 353: JA, Label = 5, Vorhersage: 5, Fehler: 0.489301
Testbild Nr. 354: JA, Label = 6, Vorhersage: 6, Fehler: 0.5
Testbild Nr. 355: JA, Label = 1, Vorhersage: 1, Fehler: 2.69671e-27
Testbild Nr. 356: JA, Label = 8, Vorhersage: 8, Fehler: 0.48038
Testbild Nr. 357: JA, Label = 5, Vorhersage: 5, Fehler: 1.40678e-44
Testbild Nr. 358: JA, Label = 1, Vorhersage: 1, Fehler: 1.69662e-18
Testbild Nr. 359: JA, Label = 7, Vorhersage: 7, Fehler: 0.496171
Testbild Nr. 360: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.998659
Testbild Nr. 361: JA, Label = 4, Vorhersage: 4, Fehler: 2.41418e-08
Testbild Nr. 362: JA, Label = 6, Vorhersage: 6, Fehler: 1.38186e-13
Testbild Nr. 363: NEIN, Label = 2, Vorhersage: 7, Fehler: 0.984886
Testbild Nr. 364: JA, Label = 2, Vorhersage: 2, Fehler: 0.498872
Testbild Nr. 365: JA, Label = 5, Vorhersage: 5, Fehler: 1.13915e-48
Testbild Nr. 366: JA, Label = 0, Vorhersage: 0, Fehler: 5.07316e-21
Testbild Nr. 367: JA, Label = 6, Vorhersage: 6, Fehler: 1.58862e-11
Testbild Nr. 368: JA, Label = 5, Vorhersage: 5, Fehler: 5.0922e-24
Testbild Nr. 369: JA, Label = 6, Vorhersage: 6, Fehler: 0.5
Testbild Nr. 370: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 371: JA, Label = 7, Vorhersage: 7, Fehler: 5.89771e-29
Testbild Nr. 372: JA, Label = 2, Vorhersage: 2, Fehler: 0.746418
Testbild Nr. 373: JA, Label = 0, Vorhersage: 0, Fehler: 0.13271
Testbild Nr. 374: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.999991
Testbild Nr. 375: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 376: JA, Label = 5, Vorhersage: 5, Fehler: 2.83156e-53
Testbild Nr. 377: JA, Label = 4, Vorhersage: 4, Fehler: 4.39622e-12
Testbild Nr. 378: JA, Label = 1, Vorhersage: 1, Fehler: 2.67654e-25
Testbild Nr. 379: JA, Label = 1, Vorhersage: 1, Fehler: 5.0762e-14
Testbild Nr. 380: JA, Label = 4, Vorhersage: 4, Fehler: 8.90694e-20
Testbild Nr. 381: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.856185
Testbild Nr. 382: NEIN, Label = 3, Vorhersage: 7, Fehler: 1
Testbild Nr. 383: JA, Label = 3, Vorhersage: 3, Fehler: 0.0390127
Testbild Nr. 384: JA, Label = 7, Vorhersage: 7, Fehler: 1.06623e-29
Testbild Nr. 385: JA, Label = 6, Vorhersage: 6, Fehler: 1.81523e-24
Testbild Nr. 386: JA, Label = 1, Vorhersage: 1, Fehler: 1.5936e-15
Testbild Nr. 387: NEIN, Label = 6, Vorhersage: 5, Fehler: 1
Testbild Nr. 388: JA, Label = 2, Vorhersage: 2, Fehler: 8.26539e-22
Testbild Nr. 389: JA, Label = 1, Vorhersage: 1, Fehler: 6.98586e-06
Testbild Nr. 390: NEIN, Label = 9, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 391: JA, Label = 2, Vorhersage: 2, Fehler: 7.98695e-46
Testbild Nr. 392: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.662486
Testbild Nr. 393: JA, Label = 6, Vorhersage: 6, Fehler: 8.13429e-30
Testbild Nr. 394: JA, Label = 1, Vorhersage: 1, Fehler: 3.95126e-27
Testbild Nr. 395: JA, Label = 9, Vorhersage: 9, Fehler: 2.51829e-11
Testbild Nr. 396: JA, Label = 5, Vorhersage: 5, Fehler: 9.23208e-51
Testbild Nr. 397: JA, Label = 2, Vorhersage: 2, Fehler: 1.25632e-40
Testbild Nr. 398: JA, Label = 5, Vorhersage: 5, Fehler: 2.89707e-42
Testbild Nr. 399: JA, Label = 4, Vorhersage: 4, Fehler: 7.47292e-24
Testbild Nr. 400: JA, Label = 4, Vorhersage: 4, Fehler: 1.05791e-07
Testbild Nr. 401: JA, Label = 2, Vorhersage: 2, Fehler: 3.43496e-17
Testbild Nr. 402: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.797797
Testbild Nr. 403: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 404: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 405: JA, Label = 2, Vorhersage: 2, Fehler: 0.000788001
Testbild Nr. 406: JA, Label = 4, Vorhersage: 4, Fehler: 0.246375
Testbild Nr. 407: JA, Label = 5, Vorhersage: 5, Fehler: 1.49508e-25
Testbild Nr. 408: JA, Label = 0, Vorhersage: 0, Fehler: 0.000103132
Testbild Nr. 409: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 410: JA, Label = 1, Vorhersage: 1, Fehler: 5.8265e-27
Testbild Nr. 411: JA, Label = 7, Vorhersage: 7, Fehler: 0.0100484
Testbild Nr. 412: JA, Label = 7, Vorhersage: 7, Fehler: 9.2507e-36
Testbild Nr. 413: JA, Label = 5, Vorhersage: 5, Fehler: 1.78485e-34
Testbild Nr. 414: JA, Label = 7, Vorhersage: 7, Fehler: 6.70963e-33
Testbild Nr. 415: JA, Label = 9, Vorhersage: 9, Fehler: 6.91616e-08
Testbild Nr. 416: JA, Label = 7, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 417: JA, Label = 1, Vorhersage: 1, Fehler: 5.05742e-17
Testbild Nr. 418: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.639719
Testbild Nr. 419: JA, Label = 2, Vorhersage: 2, Fehler: 8.35159e-47
Testbild Nr. 420: JA, Label = 1, Vorhersage: 1, Fehler: 3.9316e-34
Testbild Nr. 421: JA, Label = 4, Vorhersage: 4, Fehler: 1.14107e-23
Testbild Nr. 422: NEIN, Label = 2, Vorhersage: 5, Fehler: 0.995959
Testbild Nr. 423: JA, Label = 9, Vorhersage: 9, Fehler: 0.0198769
Testbild Nr. 424: JA, Label = 2, Vorhersage: 2, Fehler: 1.79842e-27
Testbild Nr. 425: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.500007
Testbild Nr. 426: NEIN, Label = 4, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 427: JA, Label = 9, Vorhersage: 9, Fehler: 1.29259e-10
Testbild Nr. 428: JA, Label = 1, Vorhersage: 1, Fehler: 4.69512e-25
Testbild Nr. 429: JA, Label = 4, Vorhersage: 4, Fehler: 2.37966e-36
Testbild Nr. 430: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.592525
Testbild Nr. 431: JA, Label = 1, Vorhersage: 1, Fehler: 2.39854e-23
Testbild Nr. 432: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.609075
Testbild Nr. 433: JA, Label = 4, Vorhersage: 4, Fehler: 0.496228
Testbild Nr. 434: JA, Label = 5, Vorhersage: 5, Fehler: 5.34374e-47
Testbild Nr. 435: JA, Label = 9, Vorhersage: 9, Fehler: 0.00058294
Testbild Nr. 436: NEIN, Label = 8, Vorhersage: 7, Fehler: 0.52458
Testbild Nr. 437: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 438: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 439: JA, Label = 7, Vorhersage: 7, Fehler: 1.13068e-31
Testbild Nr. 440: JA, Label = 6, Vorhersage: 6, Fehler: 2.06219e-06
Testbild Nr. 441: JA, Label = 0, Vorhersage: 0, Fehler: 0.499996
Testbild Nr. 442: JA, Label = 0, Vorhersage: 0, Fehler: 5.81824e-12
Testbild Nr. 443: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.503559
Testbild Nr. 444: JA, Label = 0, Vorhersage: 0, Fehler: 1.0636e-21
Testbild Nr. 445: NEIN, Label = 2, Vorhersage: 5, Fehler: 0.650947
Testbild Nr. 446: NEIN, Label = 6, Vorhersage: 7, Fehler: 0.512886
Testbild Nr. 447: NEIN, Label = 6, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 448: NEIN, Label = 4, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 449: JA, Label = 9, Vorhersage: 9, Fehler: 0.5
Testbild Nr. 450: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.855091
Testbild Nr. 451: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 452: JA, Label = 3, Vorhersage: 3, Fehler: 6.36866e-09
Testbild Nr. 453: JA, Label = 2, Vorhersage: 2, Fehler: 0.500003
Testbild Nr. 454: JA, Label = 3, Vorhersage: 3, Fehler: 9.11607e-10
Testbild Nr. 455: JA, Label = 9, Vorhersage: 9, Fehler: 0.498015
Testbild Nr. 456: JA, Label = 1, Vorhersage: 1, Fehler: 6.96661e-35
Testbild Nr. 457: NEIN, Label = 2, Vorhersage: 5, Fehler: 1.48692
Testbild Nr. 458: NEIN, Label = 6, Vorhersage: 5, Fehler: 0.999864
Testbild Nr. 459: NEIN, Label = 8, Vorhersage: 4, Fehler: 0.500507
Testbild Nr. 460: JA, Label = 0, Vorhersage: 0, Fehler: 1.89464e-09
Testbild Nr. 461: JA, Label = 5, Vorhersage: 5, Fehler: 4.01476e-19
Testbild Nr. 462: JA, Label = 6, Vorhersage: 6, Fehler: 2.52981e-15
Testbild Nr. 463: JA, Label = 6, Vorhersage: 6, Fehler: 8.96365e-27
Testbild Nr. 464: JA, Label = 6, Vorhersage: 6, Fehler: 3.44316e-29
Testbild Nr. 465: JA, Label = 3, Vorhersage: 3, Fehler: 0.499782
Testbild Nr. 466: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 467: JA, Label = 8, Vorhersage: 8, Fehler: 0.499994
Testbild Nr. 468: JA, Label = 2, Vorhersage: 2, Fehler: 1.71521e-18
Testbild Nr. 469: JA, Label = 7, Vorhersage: 7, Fehler: 0.493565
Testbild Nr. 470: JA, Label = 5, Vorhersage: 5, Fehler: 3.54356e-44
Testbild Nr. 471: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.546212
Testbild Nr. 472: JA, Label = 9, Vorhersage: 9, Fehler: 3.54973e-29
Testbild Nr. 473: JA, Label = 6, Vorhersage: 6, Fehler: 3.79785e-13
Testbild Nr. 474: JA, Label = 1, Vorhersage: 1, Fehler: 1.88305e-19
Testbild Nr. 475: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 476: JA, Label = 4, Vorhersage: 4, Fehler: 1.46352e-37
Testbild Nr. 477: JA, Label = 1, Vorhersage: 1, Fehler: 2.1108e-16
Testbild Nr. 478: JA, Label = 2, Vorhersage: 2, Fehler: 0.464907
Testbild Nr. 479: NEIN, Label = 5, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 480: NEIN, Label = 9, Vorhersage: 5, Fehler: 1
Testbild Nr. 481: JA, Label = 1, Vorhersage: 1, Fehler: 3.88362e-21
Testbild Nr. 482: JA, Label = 9, Vorhersage: 9, Fehler: 1.20811e-30
Testbild Nr. 483: JA, Label = 7, Vorhersage: 7, Fehler: 2.49007e-21
Testbild Nr. 484: JA, Label = 5, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 485: JA, Label = 4, Vorhersage: 4, Fehler: 4.49392e-12
Testbild Nr. 486: JA, Label = 0, Vorhersage: 0, Fehler: 1.15902e-07
Testbild Nr. 487: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.500001
Testbild Nr. 488: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.96574
Testbild Nr. 489: JA, Label = 9, Vorhersage: 9, Fehler: 1.53287e-10
Testbild Nr. 490: JA, Label = 1, Vorhersage: 1, Fehler: 3.27939e-26
Testbild Nr. 491: JA, Label = 0, Vorhersage: 0, Fehler: 0.0577448
Testbild Nr. 492: JA, Label = 5, Vorhersage: 5, Fehler: 3.39646e-07
Testbild Nr. 493: NEIN, Label = 2, Vorhersage: 1, Fehler: 0.500039
Testbild Nr. 494: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 495: JA, Label = 7, Vorhersage: 7, Fehler: 2.81525e-37
Testbild Nr. 496: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 497: JA, Label = 9, Vorhersage: 9, Fehler: 8.42594e-36
Testbild Nr. 498: JA, Label = 4, Vorhersage: 4, Fehler: 1.93037e-16
Testbild Nr. 499: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 500: JA, Label = 6, Vorhersage: 6, Fehler: 4.31583e-07
Testbild Nr. 501: JA, Label = 3, Vorhersage: 3, Fehler: 2.45936e-08
Testbild Nr. 502: JA, Label = 9, Vorhersage: 9, Fehler: 0.499984
Testbild Nr. 503: JA, Label = 5, Vorhersage: 5, Fehler: 0.0232633
Testbild Nr. 504: JA, Label = 2, Vorhersage: 2, Fehler: 3.87902e-39
Testbild Nr. 505: JA, Label = 1, Vorhersage: 1, Fehler: 6.9772e-07
Testbild Nr. 506: JA, Label = 3, Vorhersage: 3, Fehler: 4.93972e-26
Testbild Nr. 507: JA, Label = 1, Vorhersage: 1, Fehler: 6.70573e-39
Testbild Nr. 508: NEIN, Label = 3, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 509: NEIN, Label = 6, Vorhersage: 5, Fehler: 0.459683
Testbild Nr. 510: JA, Label = 5, Vorhersage: 5, Fehler: 1.51144e-42
Testbild Nr. 511: JA, Label = 7, Vorhersage: 7, Fehler: 5.10196e-17
Testbild Nr. 512: NEIN, Label = 4, Vorhersage: 1, Fehler: 0.978549
Testbild Nr. 513: JA, Label = 2, Vorhersage: 2, Fehler: 7.42996e-09
Testbild Nr. 514: JA, Label = 2, Vorhersage: 2, Fehler: 8.22211e-10
Testbild Nr. 515: JA, Label = 6, Vorhersage: 6, Fehler: 0.499981
Testbild Nr. 516: JA, Label = 3, Vorhersage: 3, Fehler: 8.07654e-08
Testbild Nr. 517: JA, Label = 2, Vorhersage: 2, Fehler: 2.43219e-10
Testbild Nr. 518: JA, Label = 6, Vorhersage: 6, Fehler: 5.29601e-12
Testbild Nr. 519: JA, Label = 5, Vorhersage: 5, Fehler: 1.24921e-35
Testbild Nr. 520: JA, Label = 4, Vorhersage: 4, Fehler: 5.77417e-05
Testbild Nr. 521: NEIN, Label = 8, Vorhersage: 1, Fehler: 0.999394
Testbild Nr. 522: JA, Label = 9, Vorhersage: 9, Fehler: 8.16315e-09
Testbild Nr. 523: JA, Label = 7, Vorhersage: 7, Fehler: 3.60941e-17
Testbild Nr. 524: JA, Label = 1, Vorhersage: 1, Fehler: 5.85579e-06
Testbild Nr. 525: JA, Label = 3, Vorhersage: 3, Fehler: 6.35108e-23
Testbild Nr. 526: JA, Label = 0, Vorhersage: 0, Fehler: 5.39509e-06
Testbild Nr. 527: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.999912
Testbild Nr. 528: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 529: JA, Label = 3, Vorhersage: 3, Fehler: 6.08312e-08
Testbild Nr. 530: JA, Label = 1, Vorhersage: 1, Fehler: 2.26731e-35
Testbild Nr. 531: JA, Label = 9, Vorhersage: 9, Fehler: 1.02091e-09
Testbild Nr. 532: JA, Label = 3, Vorhersage: 3, Fehler: 3.34866e-17
Testbild Nr. 533: JA, Label = 4, Vorhersage: 4, Fehler: 2.2823e-23
Testbild Nr. 534: JA, Label = 4, Vorhersage: 4, Fehler: 2.61682e-13
Testbild Nr. 535: JA, Label = 6, Vorhersage: 6, Fehler: 0.197701
Testbild Nr. 536: JA, Label = 4, Vorhersage: 4, Fehler: 3.23178e-20
Testbild Nr. 537: JA, Label = 2, Vorhersage: 2, Fehler: 0.421129
Testbild Nr. 538: JA, Label = 1, Vorhersage: 1, Fehler: 6.16986e-27
Testbild Nr. 539: NEIN, Label = 8, Vorhersage: 1, Fehler: 0.5
Testbild Nr. 540: JA, Label = 2, Vorhersage: 2, Fehler: 1.86663e-28
Testbild Nr. 541: JA, Label = 5, Vorhersage: 5, Fehler: 1.50585e-46
Testbild Nr. 542: JA, Label = 4, Vorhersage: 4, Fehler: 5.52229e-18
Testbild Nr. 543: NEIN, Label = 8, Vorhersage: 5, Fehler: 1
Testbild Nr. 544: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.699011
Testbild Nr. 545: JA, Label = 4, Vorhersage: 4, Fehler: 0.499276
Testbild Nr. 546: JA, Label = 0, Vorhersage: 0, Fehler: 0.00494564
Testbild Nr. 547: JA, Label = 0, Vorhersage: 0, Fehler: 0.499999
Testbild Nr. 548: JA, Label = 2, Vorhersage: 2, Fehler: 2.30631e-05
Testbild Nr. 549: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.982167
Testbild Nr. 550: JA, Label = 2, Vorhersage: 2, Fehler: 0.000224589
Testbild Nr. 551: JA, Label = 7, Vorhersage: 7, Fehler: 0.499999
Testbild Nr. 552: NEIN, Label = 7, Vorhersage: 1, Fehler: 1
Testbild Nr. 553: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 554: NEIN, Label = 8, Vorhersage: 5, Fehler: 1.05062
Testbild Nr. 555: JA, Label = 7, Vorhersage: 7, Fehler: 2.52505e-42
Testbild Nr. 556: JA, Label = 4, Vorhersage: 4, Fehler: 8.578e-15
Testbild Nr. 557: JA, Label = 4, Vorhersage: 4, Fehler: 1.69733e-24
Testbild Nr. 558: JA, Label = 7, Vorhersage: 7, Fehler: 1.12731e-21
Testbild Nr. 559: JA, Label = 9, Vorhersage: 9, Fehler: 3.97285e-24
Testbild Nr. 560: JA, Label = 6, Vorhersage: 6, Fehler: 1.55644e-12
Testbild Nr. 561: JA, Label = 9, Vorhersage: 9, Fehler: 3.81306e-08
Testbild Nr. 562: NEIN, Label = 0, Vorhersage: 5, Fehler: 1
Testbild Nr. 563: JA, Label = 9, Vorhersage: 9, Fehler: 7.44502e-07
Testbild Nr. 564: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 565: JA, Label = 0, Vorhersage: 0, Fehler: 2.85886e-18
Testbild Nr. 566: NEIN, Label = 4, Vorhersage: 9, Fehler: 0.997434
Testbild Nr. 567: JA, Label = 6, Vorhersage: 6, Fehler: 0.000174353
Testbild Nr. 568: JA, Label = 0, Vorhersage: 0, Fehler: 4.43065e-20
Testbild Nr. 569: JA, Label = 6, Vorhersage: 6, Fehler: 0.5
Testbild Nr. 570: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.770632
Testbild Nr. 571: JA, Label = 5, Vorhersage: 5, Fehler: 3.82247e-32
Testbild Nr. 572: JA, Label = 4, Vorhersage: 4, Fehler: 9.04547e-17
Testbild Nr. 573: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.997845
Testbild Nr. 574: JA, Label = 3, Vorhersage: 3, Fehler: 0.5
Testbild Nr. 575: JA, Label = 3, Vorhersage: 3, Fehler: 0.0275973
Testbild Nr. 576: JA, Label = 9, Vorhersage: 9, Fehler: 0.203544
Testbild Nr. 577: JA, Label = 3, Vorhersage: 3, Fehler: 4.2462e-23
Testbild Nr. 578: JA, Label = 3, Vorhersage: 3, Fehler: 7.08854e-13
Testbild Nr. 579: NEIN, Label = 3, Vorhersage: 7, Fehler: 0.946167
Testbild Nr. 580: JA, Label = 7, Vorhersage: 7, Fehler: 5.47409e-47
Testbild Nr. 581: JA, Label = 8, Vorhersage: 8, Fehler: 4.3498e-07
Testbild Nr. 582: JA, Label = 0, Vorhersage: 0, Fehler: 0.499998
Testbild Nr. 583: NEIN, Label = 8, Vorhersage: 1, Fehler: 1
Testbild Nr. 584: JA, Label = 2, Vorhersage: 2, Fehler: 3.8424e-07
Testbild Nr. 585: JA, Label = 1, Vorhersage: 1, Fehler: 6.52959e-30
Testbild Nr. 586: JA, Label = 7, Vorhersage: 7, Fehler: 4.05529e-17
Testbild Nr. 587: JA, Label = 0, Vorhersage: 0, Fehler: 0.5
Testbild Nr. 588: JA, Label = 6, Vorhersage: 6, Fehler: 1.89841e-22
Testbild Nr. 589: JA, Label = 5, Vorhersage: 5, Fehler: 2.1783e-07
Testbild Nr. 590: JA, Label = 4, Vorhersage: 4, Fehler: 9.37626e-27
Testbild Nr. 591: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 592: NEIN, Label = 8, Vorhersage: 5, Fehler: 1.49994
Testbild Nr. 593: JA, Label = 0, Vorhersage: 0, Fehler: 0.466158
Testbild Nr. 594: JA, Label = 9, Vorhersage: 9, Fehler: 6.98761e-14
Testbild Nr. 595: JA, Label = 6, Vorhersage: 6, Fehler: 9.00744e-14
Testbild Nr. 596: JA, Label = 3, Vorhersage: 3, Fehler: 2.11402e-07
Testbild Nr. 597: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 598: NEIN, Label = 0, Vorhersage: 7, Fehler: 0.500022
Testbild Nr. 599: JA, Label = 9, Vorhersage: 9, Fehler: 4.74094e-20
Testbild Nr. 600: JA, Label = 9, Vorhersage: 9, Fehler: 3.03712e-28
Testbild Nr. 601: JA, Label = 6, Vorhersage: 6, Fehler: 1.63753e-22
Testbild Nr. 602: JA, Label = 8, Vorhersage: 8, Fehler: 2.01492e-19
Testbild Nr. 603: JA, Label = 6, Vorhersage: 6, Fehler: 2.18038e-25
Testbild Nr. 604: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 605: JA, Label = 5, Vorhersage: 5, Fehler: 5.04652e-38
Testbild Nr. 606: NEIN, Label = 7, Vorhersage: 9, Fehler: 0.50003
Testbild Nr. 607: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.500001
Testbild Nr. 608: JA, Label = 6, Vorhersage: 6, Fehler: 2.11997e-35
Testbild Nr. 609: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.504087
Testbild Nr. 610: JA, Label = 2, Vorhersage: 2, Fehler: 1.46077e-18
Testbild Nr. 611: JA, Label = 4, Vorhersage: 4, Fehler: 0.497724
Testbild Nr. 612: NEIN, Label = 0, Vorhersage: 5, Fehler: 0.499996
Testbild Nr. 613: JA, Label = 2, Vorhersage: 2, Fehler: 0.00543248
Testbild Nr. 614: JA, Label = 2, Vorhersage: 2, Fehler: 0.482642
Testbild Nr. 615: JA, Label = 3, Vorhersage: 3, Fehler: 0.000797804
Testbild Nr. 616: JA, Label = 1, Vorhersage: 1, Fehler: 5.03388e-33
Testbild Nr. 617: JA, Label = 9, Vorhersage: 9, Fehler: 4.08389e-07
Testbild Nr. 618: JA, Label = 7, Vorhersage: 7, Fehler: 0.0328412
Testbild Nr. 619: JA, Label = 5, Vorhersage: 5, Fehler: 2.87351e-35
Testbild Nr. 620: NEIN, Label = 1, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 621: JA, Label = 0, Vorhersage: 0, Fehler: 0.469634
Testbild Nr. 622: JA, Label = 8, Vorhersage: 8, Fehler: 0.499194
Testbild Nr. 623: JA, Label = 4, Vorhersage: 4, Fehler: 4.054e-16
Testbild Nr. 624: JA, Label = 6, Vorhersage: 6, Fehler: 2.14884e-31
Testbild Nr. 625: NEIN, Label = 2, Vorhersage: 1, Fehler: 0.999972
Testbild Nr. 626: JA, Label = 6, Vorhersage: 6, Fehler: 2.03528e-29
Testbild Nr. 627: JA, Label = 7, Vorhersage: 7, Fehler: 3.40513e-26
Testbild Nr. 628: NEIN, Label = 9, Vorhersage: 4, Fehler: 0.5
Testbild Nr. 629: NEIN, Label = 3, Vorhersage: 9, Fehler: 0.990473
Testbild Nr. 630: NEIN, Label = 2, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 631: JA, Label = 9, Vorhersage: 9, Fehler: 0.405203
Testbild Nr. 632: NEIN, Label = 8, Vorhersage: 3, Fehler: 0.999716
Testbild Nr. 633: JA, Label = 2, Vorhersage: 2, Fehler: 1.13715e-14
Testbild Nr. 634: JA, Label = 2, Vorhersage: 2, Fehler: 3.8994e-25
Testbild Nr. 635: JA, Label = 9, Vorhersage: 9, Fehler: 5.42312e-16
Testbild Nr. 636: JA, Label = 2, Vorhersage: 2, Fehler: 4.2721e-09
Testbild Nr. 637: JA, Label = 7, Vorhersage: 7, Fehler: 1.03403e-20
Testbild Nr. 638: NEIN, Label = 3, Vorhersage: 5, Fehler: 0.5
Testbild Nr. 639: NEIN, Label = 5, Vorhersage: 7, Fehler: 0.5
Testbild Nr. 640: JA, Label = 9, Vorhersage: 9, Fehler: 3.06275e-19
Testbild Nr. 641: JA, Label = 1, Vorhersage: 1, Fehler: 4.89485e-18
Testbild Nr. 642: NEIN, Label = 8, Vorhersage: 5, Fehler: 0.991894
Testbild Nr. 643: JA, Label = 0, Vorhersage: 0, Fehler: 0.231557
Testbild Nr. 644: JA, Label = 2, Vorhersage: 2, Fehler: 1.0261e-17
Testbild Nr. 645: JA, Label = 0, Vorhersage: 0, Fehler: 0.0069387
Testbild Nr. 646: JA, Label = 5, Vorhersage: 5, Fehler: 1.15239e-11
Testbild Nr. 647: JA, Label = 2, Vorhersage: 2, Fehler: 0.499996
